,Leaf1,Leaf10,Leaf11,Leaf126,Leaf127,Leaf129,Leaf13,Leaf130,Leaf131,Leaf132,Leaf137,Leaf139,Leaf141,Leaf145,Leaf148,Leaf15,Leaf151,Leaf154,Leaf155,Leaf159,Leaf16,Leaf160,Leaf161,Leaf164,Leaf167,Leaf168,Leaf17,Leaf170,Leaf171,Leaf172,Leaf176,Leaf177,Leaf179,Leaf180,Leaf182,Leaf183,Leaf185,Leaf186,Leaf187,Leaf189,Leaf191,Leaf194,Leaf196,Leaf198,Leaf2,Leaf20,Leaf201,Leaf202,Leaf203,Leaf205,Leaf208,Leaf21,Leaf210,Leaf216,Leaf22,Leaf220,Leaf222,Leaf225,Leaf226,Leaf23,Leaf230,Leaf231,Leaf233,Leaf234,Leaf24,Leaf242,Leaf244,Leaf245,Leaf247,Leaf248,Leaf25,Leaf250,Leaf254,Leaf257,Leaf258,Leaf26,Leaf261,Leaf262,Leaf263,Leaf264,Leaf265,Leaf267,Leaf272,Leaf274,Leaf278,Leaf28,Leaf280,Leaf283,Leaf285,Leaf288,Leaf289,Leaf29,Leaf291,Leaf294,Leaf296,Leaf299,Leaf3,Leaf30,Leaf304,Leaf306,Leaf307,Leaf311,Leaf313,Leaf314,Leaf32,Leaf320,Leaf321,Leaf324,Leaf325,Leaf326,Leaf33,Leaf334,Leaf335,Leaf336,Leaf337,Leaf339,Leaf34,Leaf341,Leaf343,Leaf344,Leaf347,Leaf350,Leaf351,Leaf354,Leaf357,Leaf359,Leaf363,Leaf369,Leaf37,Leaf371,Leaf374,Leaf38,Leaf380,Leaf383,Leaf384,Leaf386,Leaf391,Leaf394,Leaf395,Leaf396,Leaf4,Leaf400,Leaf401,Leaf404,Leaf405,Leaf406,Leaf407,Leaf41,Leaf412,Leaf415,Leaf42,Leaf420,Leaf427,Leaf434,Leaf436,Leaf44,Leaf443,Leaf446,Leaf453,Leaf454,Leaf460,Leaf48,Leaf49,Leaf5,Leaf50,Leaf51,Leaf53,Leaf58,Leaf59,Leaf61,Leaf62,Leaf64,Leaf67,Leaf68,Leaf69,Leaf7,Leaf70,Leaf72,Leaf73,Leaf75,Leaf76,Leaf78,Leaf8,Leaf82,Leaf83,Leaf84,Leaf9,Leaf98
Leaf460,0.211012066,0.206418661,0.261063687,0.332550406,0.280743297,0.212798966,0.280743298,0.171799307,-0.525038448,0.162312498,0.053689613,0.229169708,0.313455656,-0.014503111,0.306206711,-0.839610526,0.184443314,-5,-3.086612636,-0.528627128,0.261085826,-4.732564217,-0.566034728,-5,-3.096159737,0.217789301,-0.145266449,0.166991977,0.187895026,-5,-5,-5,-5,-0.437182439,0.149615767,-5,-5,-5,-5,0.115557726,-5,-0.094139244,-5,-5,0.229595678,0.209466777,-0.580599843,-0.486840769,0.128580316,0.245111928,0.177569906,-0.525038448,-0.145266449,-0.254720499,0.191102489,0.097037306,0.19179798,0.152691049,-0.145266449,0.231509307,-5,0.2310408,0.195279183,0.172565097,-0.145266449,0.239134393,-5,-5,0.136792082,-5,0.129531264,0.053543271,-5,-0.145266449,-5,-0.462445756,0.284758867,0.324101641,-5,0.188810871,0.364745506,-0.947929194,0.188416829,-5,-0.306468053,0.210945254,0.229285137,-5,-0.142390988,0.081400845,-0.947929184,-5,0.110753588,0.151051214,0.139437171,0.14592922,-0.224214945,-0.145266449,-5,-0.145266449,0.280308725,0.019918134,-0.392110866,0.214249072,0.257249776,-0.314280633,-0.456511563,-0.796092804,0.069298685,-5,0.111994982,0.137895937,0.117224898,0.10548784,0.073835354,-0.145266449,-0.145266449,-0.525038447,0.206196388,-0.529454317,-5,-0.072932521,-5,-1.826286684,0.100768466,-5,0.110057918,0.187435839,0.078493838,0.338076286,-0.143701365,0.152624549,-5,0.105096588,0.306249899,0.291921409,0.354728297,-0.423803029,-0.513533917,-0.54717062,0.228206486,-0.035754779,0.211700648,-5,-0.606249852,-5,0.13632601,0.050394357,-5,-0.455557445,0.136476885,0.236567923,-1.643171258,-0.601301872,-0.361169712,0.038933521,0.115397201,-5,0.319423046,0.052847038,NaN,-5,-5,0.146632055,-0.47758298,-1.613220803,-2.184027477,-0.088151247,-5,-0.947929194,0.180821732,-0.522847139,0.201137803,-1.703301606,0.085055096,0.079694807,0.124821095,0.204940116,-0.554715559,-0.343946373,-5,-5,0.140360584,0.270913154,0.307309506,-1.289991528,0.182178865,-0.429571267
Leaf48,0.780423785,0.685039966,0.758673977,0.64224076,0.502264963,0.231041487,0.615131256,-0.1379114,0.21411251,0.720110173,-5,-5,0.87966986,0.804541683,0.737790739,0.617041523,0.745774338,0.393934955,-1.303345871,0.190516956,0.757958407,-0.460880168,-2.231513518,0.388654412,-1.345694732,0.279458506,0.092814283,0.682898539,0.779431284,-5,0.676524977,0.443261149,0.17992312,0.308735014,0.102879434,-5,0.680420127,0.290431948,-5,0.766114077,0.390103965,0.687936873,0.516875823,0.730719858,0.157167179,0.736171757,0.261429774,0.918686002,0.758980526,0.726852057,0.73058571,0.730848676,0.734321273,0.622972522,0.730842783,0.150714419,0.703996774,-0.853333144,0.098702209,0.689732398,0.718903918,0.660323281,0.474361874,0.522528787,0.098702209,0.669241838,0.705768315,0.554419018,0.382464412,-5,0.546984276,0.68265144,-5,0.804952337,-0.894883723,-0.085141609,0.821833638,0.902846237,0.840154194,0.449172837,-1.765194446,-0.699845125,0.640841044,-0.460880168,0.807159609,0.726645666,0.284209409,0.708231484,0.703883962,0.834359921,0.614830243,0.753922694,0.620512058,0.790092203,-5,0.781703491,0.677211705,0.098743181,0.784388593,-5,-0.063525188,0.906061133,0.819713584,0.779692274,0.758062433,0.786795854,0.266037524,-3.501794748,0.735095153,0.416649079,0.49528096,0.679692344,0.634561171,0.853473607,0.875865096,-0.006584418,0.757469652,0.847747827,0.111822393,0.394711152,0.86473316,-5,0.649911385,0.540193312,0.284858918,-5,0.567136514,0.548510865,0.366082133,0.79756695,0.708108678,-5,0.547619353,0.883383894,0.892390971,0.903216206,0.918944901,0.359439012,0.018897018,0.212458702,0.689765888,0.078341998,0.320819305,0.771124288,0.33577855,0.05391672,0.677741697,0.222840376,-5,0.265895977,0.530679903,0.846789962,0.638222932,0.402598074,0.190498945,0.837058827,0.795182679,-5,0.905384143,0.778046931,0.776607975,NaN,-0.059607924,0.732224787,0.802204348,-5,0.823645158,0.03786926,0.384880944,-5,0.73075191,0.723051807,0.730596539,-1.418651631,0.835164975,0.434020421,-0.019817981,0.740002189,-2.023423566,0.114146485,-2.86725611,-1.622744912,0.352127055,-5,0.088982091,-1.935810196,0.72491745,0.394170617
Leaf49,-4.687873393,-4.396675739,1.740867248,2.474085239,-5,2.347668948,-4.577801152,-1.790838388,-0.425507163,-4.354227975,-5,-0.386172301,1.696284076,-1.551145544,0.014803068,-2.96364443,-5,0.371076626,-5,-5,-1.817907239,2.188963886,-5,-5,-5,-1.273453534,2.070235427,-4.970757946,-5,-1.88110954,-0.18412433,-5,2.100720809,0.16007262,-1.280813467,0.628159437,0.140526051,-2.69758897,-5,-5,-5,-4.590150603,-5,-4.748892566,-3.3298953,2.23329768,0.058089661,-0.696565459,0.695479958,-0.105938693,1.735323353,-5,-5,-5,2.562110465,-0.30301253,-1.152890718,-5,2.462629564,2.133045021,-1.48994716,-5,-5,-0.708664438,2.428758051,-1.038839151,-5,-4.663897303,-1.905613494,-5,-1.461114766,-4.879403135,-4.853938739,-5,-2.815819785,-1.015641179,0.183256574,2.561130137,-5,-5,2.263651117,1.565886789,-4.663687101,1.637388209,-5,-2.013092297,-5,-5,-5,1.876939889,-4.723270646,-5,-2.174822706,0.104283508,-5,-5,-3.54071444,2.405422635,-3.207489043,-5,-5,-5,0.704989485,-5,-1.87195583,-5,-5,-5,-5,-0.21552389,1.961591143,-5,-5,-5,1.06379705,-5,0.123260942,-2.193133562,-5,-5,-0.213774993,0.295257331,-5,-2.598856928,-0.113371554,-5,-5,-1.831929194,-3.38331812,-5,-5,-0.89803406,-1.118766471,-2.548397788,-5,-3.896558073,2.259563977,-0.517769223,-4.907610368,-5,2.534679942,-2.305216624,-5,-5,0.541901641,-5,-4.634164057,0.024054354,-5,-5,-5,-4.132546362,-5,-5,-4.245904068,-5,2.336181271,-2.0601102,-0.713503378,-5,-5,1.672344781,NaN,-5,-2.095417337,-2.226605824,-2.417393591,-4.331608282,-1.085399427,2.582458951,2.240016126,-4.183063962,1.244820752,-5,1.995217556,-1.936351664,0.376801096,-5,2.060770528,-0.471414972,2.167021082,2.095214239,-5,-3.574578374,-5,2.140320622,-4.503902833,-5
Leaf5,-5,-5,-5,-5,-4.702444924,-5,-5,-5,-4.860968109,-5,-5,-5,-5,0.016154508,-4.810216455,-0.730618801,-5,0.246120484,-2.95924168,-5,-1.632343979,-5,-2.516025591,0.247927702,-2.912048101,-5,-5,0.164513863,-4.662508448,0.29634436,0.394730216,-5,-5,-0.068434419,-1.954757553,0.341197154,-5,-1.142694014,-5,-1.078490063,-5,-1.064228723,0.151254969,-5,0.137599409,-5,0.222309111,-3.748471432,-1.533207894,-0.810307381,-5,-5,0.127954042,0.153019317,-5,0.284324873,-5,-4.471647724,-5,-5,0.091228597,-5,-0.32386979,-5,-5,0.111702222,0.111814372,0.213055459,0.173947699,-5,0.079829532,0.107038479,-5,-5,-5,-5,-5,-5,-5,0.229606022,-5,-5,0.199601874,-5,-5,-2.460284258,-5,-5,-0.512782346,-5,-0.000286333,-5,0.005862751,-0.712266319,0.101607489,0.111691751,-5,-5,0.188325832,-5,0.208268598,-2.895045279,0.158261386,-3.380074078,-0.159507477,0.109146093,0.171424691,-5,-3.159510334,-5,-5,-0.046048533,-5,-5,-5,-0.31791751,-1.183496616,-3.313829674,-5,-5,0.018588758,-0.081924657,0.159985464,-1.912189496,-5,-5,-0.88223888,0.073914797,-5,0.441422428,-5,-5,0.272701177,-5,-5,-5,-5,0.088368277,-5,-4.815206779,-5,-0.036811799,-5,-5,-0.887567673,0.079795702,-1.89851676,-0.085237448,0.006327212,-5,-5,0.245949486,-5,-5,0.161747326,-5,-5,-5,-5,-4.662508447,-4.077545946,-5,-5,NaN,0.239098811,-5,-2.187714995,0.149399383,-5,-5,-5,0.236384056,-5,-1.667627835,-5,-5,-0.013569813,0.276119079,-5,-2.485119392,-5,-5,0.083382911,-1.915522193,-4.242837345,-5,-5,0.498779002
Leaf50,0.772701096,0.078730718,0.511197202,0.78436473,-1.517428515,1.298071127,0.078730718,-3.490032731,-2.154162586,-4.818548185,0.398868311,-2.227082208,-0.35962601,-0.272532947,-2.558335765,0.161852994,-4.881526132,-5,-2.253643397,-1.393754178,-1.362053312,-0.921269282,-3.467402378,-0.054409508,-2.251684718,-2.850854354,0.407078619,-4.146389672,0.905825169,0.115011607,-5,0.00610111,-5,-0.428442748,-2.621240497,0.00194714,-5,0.023795327,-5,-4.55475958,-0.921269282,-3.830024584,-5,0.078730718,-2.873726999,0.078730718,0.100254607,-0.921269279,-2.265104027,-4.234878535,0.545942636,1.110434354,-0.480058577,-4.154731507,1.013514572,-3.827036127,-0.504310342,1.179693007,-3.671108622,0.078730718,-3.421331191,0.074060778,-3.782294163,-5,-4.724620394,-4.151686066,-3.763272764,-2.203302222,-2.481028627,-3.148131204,-0.921269282,-5,-5,-2.230961771,-5,-3.751188188,-5,1.284386897,0.014736757,0.0322446,1.230664048,-0.921269282,-1.652741525,-0.921269282,-3.705189091,-4.035588072,-0.597423977,-5,-5,0.631351236,-4.356476115,1.328950034,-1.398850752,-5,-2.803926137,-2.723873069,-3.781958185,1.08538868,0.104109564,1.269649052,-5,-2.262684327,0.929064482,-1.184847313,-3.523171655,-5,0.345427124,-2.826270171,-0.284080094,-5,0.570751367,-5,-5,-3.014543511,-0.732862578,-4.779851373,-5,-2.194382178,-4.870082747,-4.080358785,0.018721197,-5,-0.127757379,-5,0.990263823,-5,-3.789596775,-0.533659647,-3.748743835,-5,-0.318852192,-0.072527231,-2.06175731,-1.971471495,-2.170541842,-3.478689922,-3.552428973,-0.208586156,-3.624442044,-2.929196978,1.011422664,-2.985746086,-3.540415683,-5,-0.565037611,-5,-4.749817276,-5,-0.695485157,-3.905205807,-5,-4.66566822,-5,-0.538011001,-4.916899816,-5,-3.389490339,-3.488949829,-3.706985276,-4.939982758,0.667174973,-4.204573104,-0.100510451,-4.61138522,NaN,-0.441181278,-5,-5,-4.24551201,1.316266795,0.589630492,-5,-1.809288733,-5,0.943297424,-4.512068146,-2.87963822,-0.120873468,0.997417675,-0.081667571,-1.921550755,-0.921269282,-5,-1.428748243,-0.831694428,-1.921550719,1.099519662,-2.906946693
Leaf51,-4.733599911,-5,1.914161817,1.897048689,-3.200835667,2.059171406,-5,0.608002543,-2.881841933,-2.053350935,1.595673082,-0.430435912,1.927065674,-1.895935495,-2.840675033,-2.536842,-1.296225494,0.009027221,-3.395827402,-5,-1.078648076,1.355421812,-5,0.010721926,-3.356963285,-2.00236592,1.919828397,-1.953033432,-4.698495568,0.487563846,0.779083845,-5,1.992834037,-0.115054133,0.068605231,-0.849696462,-5,-0.779228985,-5,-2.421864353,-5,0.725082998,-5,1.098820735,0.169558715,1.857326271,0.962672178,-4.727060795,-2.473255513,-0.978051932,1.07666669,1.881811104,-0.337873695,-0.982818458,1.874356937,-0.880276799,1.273333715,1.503162556,1.89105752,1.647370468,-5,0.200363001,-5,0.234009208,1.910455814,-1.533121988,-0.804330254,-1.080962629,-0.660894761,-1.036426688,-0.556373774,-2.072484064,-2.135168573,1.130513027,0.669758908,-4.987716072,-1.09206879,2.08238943,0.269066288,-3.493069998,1.53648498,1.562182172,-0.778363094,1.127537805,-5,-5,-0.721190615,-0.281926681,1.425863255,1.589075864,-2.49464285,1.73021092,-0.65436647,-5,-1.834817461,-1.004609815,-4.222412845,1.832133433,-0.772235232,-5,-1.396840604,-4.311685157,1.288964766,-5,-1.290147883,-2.889781222,-4.311699624,-5,-5,-0.220613774,1.888408341,-2.165193577,-5,-2.005494561,0.792219118,-5,0.143649535,-3.532993935,-4.847248848,-3.546438394,-0.061686072,-0.3928903,-1.20875001,0.138802076,-2.841427243,-5,-5,0.802994734,-5,-1.978597598,-1.636351894,-0.097863034,-1.639638277,-1.770109806,-5,-5,1.532729555,0.679654141,-5,0.254759894,1.867900682,-3.310447515,-3.784165203,-5,1.068462136,-1.167830714,-3.150010007,-5,-0.006137979,1.820647652,-3.454757383,-5,-2.203880628,-5,-2.394738704,-5,1.844022584,-0.759491147,-5,0.68026658,1.9077053,-5,0.179135968,-5,-1.082894999,NaN,-3.506243363,-1.739938455,-5,2.043541474,1.825357006,-5,1.696931908,-5,1.461485109,-0.753614176,-5,-0.21397273,1.689460066,-5,1.812118198,1.825079471,-5,-0.532483836,-1.39283917,1.782048245,1.743371499,-2.911521926
Leaf53,0.589616578,-0.992549001,0.085088327,0.751342733,-0.797173263,0.707023986,0.169407297,0.133519904,-0.659239532,-3.176496188,0.510552533,0.085711311,0.584989082,-2.901808361,-2.439729863,0.113228834,-5,-5,-1.948049054,-0.948049054,0.352194442,-1.948049051,0.568180953,-5,-1.948049054,-5,0.670681185,-0.634411864,0.60798807,0.191064583,0.509449288,-4.837690222,0.648125197,0.775043053,0.152412893,-5,0.013381215,-0.013891765,-5,-1.335365979,0.73135079,0.080447023,-5,0.464321054,0.142579984,0.536478023,0.444280229,-1.948049054,-0.599808223,0.177733753,0.229550508,-0.599808223,0.08390356,0.162707926,0.713376297,-0.359604799,0.241823294,0.715496769,0.568384472,0.565057436,-1.948049054,-5,0.289487023,-5,-0.992549,0.170180868,0.180196054,-5,-5,0.081991281,0.146463871,-0.932148059,0.210198047,-4.419530566,0.32483313,-3.686099931,-5,0.543142559,-5,0.153597279,0.556999781,0.289487023,0.240814643,-1.948049054,-3.900244058,-1.422989587,0.052121666,0.105429176,-5,0.703125434,-0.398776122,-0.3596048,0.231933956,0.076708854,0.145100645,0.109155397,-2.356380749,0.457831578,0.200062558,0.289487023,0.153524298,-0.479684125,0.719831747,0.581391533,0.267188599,-0.948049054,0.201402797,-0.3596048,-0.818941981,0.14285029,0.665144721,0.162336928,-5,-4.02771272,0.746351177,-1.948049054,0.106480572,-1.338576902,-4.030495169,0.672126656,-0.458252817,-0.002394285,-0.727502925,0.039546267,-0.992549,-5,-3.407794307,0.231033903,-1.890204635,-5,0.235855958,-5,0.176538745,0.537615098,0.61064466,0.476165342,0.660194137,0.167910632,-1.037424211,0.762252843,-0.102527427,-0.3596048,0.229399762,-5,0.817260517,-0.57154899,-0.67653671,-5,0.142875981,0.309048195,-1.948049054,0.202575521,0.482281017,0.652010965,0.230899903,-3.35364543,0.667522281,0.199892785,0.524339846,-2.338326338,0.584326336,-4.287688952,0.122670481,0.648068156,0.00588414,-0.014021457,NaN,0.193394422,-3.826831417,0.289487023,0.671388521,0.239847806,-0.068537531,-0.948049054,0.769277397,0.293268049,-0.017005024,-5,-1.948049054,-2.003109874,-4.609708913,-1.948049054,0.054804185,-0.114702792,0.018596092,-4.563700882,-0.948049054,-0.599808223
Leaf58,0.209053373,-0.568714352,-0.061694295,0.286917093,-5,0.673331558,-5,-0.033036198,-4.862624107,-4.267916216,0.444472277,-5,0.551141218,-2.31427941,-4.8533311,-1.541384824,-5,0.849852786,-2.696802039,-0.681767478,1.04130953,-4.946984646,0.5762207,-5,-2.788395005,-5,0.569263735,-5,0.199816945,-5,0.671774156,-5,-0.258823232,0.214346644,0.040433031,-5,-5,0.760595274,-5,-0.75574988,-0.822617977,-0.016921145,-5,0.576827706,0.231949451,1.266702862,-0.363021023,1.455218931,0.595761224,0.434503714,0.444472277,0.329621022,-5,0.740797265,0.327622171,-0.149672136,-5,0.243411576,0.945481088,1.234742454,0.144969427,0.781859384,-4.38616147,0.818147019,0.329086156,0.436999116,-5,-5,-5,-5,-5,0.261989192,-5,-0.239941311,0.544025775,-4.462630954,0.855112696,0.6265354,0.870632967,-5,0.569263735,-2.819510741,0.691071827,-3.213103511,0.123563826,0.036793403,0.325600612,-5,0.651477303,0.549885769,-0.981196581,0.457248194,0.740191517,-5,0.90369882,-5,-3.563762457,0.945517176,0.838454388,0.329621022,-5,-2.782487398,0.619250907,-3.766275918,1.051272814,-0.83247199,-2.097107545,-0.140431069,-3.111952122,0.838350893,0.986842575,0.67243889,0.803077548,0.310426355,-0.105356581,-1.137800209,0.569263735,-3.092334698,-0.635090018,-5,0.702663043,-5,0.842611138,-0.772206961,-1.106031806,-5,-1.792164422,0.63821384,-0.405351495,0.764104127,-0.518010903,-5,0.626412597,-5,0.286057136,0.451082198,1.477681522,-0.304827911,-3.922121447,-1.110530669,1.306372597,-1.435107148,-3.915946057,-5,-0.051283383,0.763277425,-0.569043357,-5,0.36939413,-0.32017544,-4.352529247,0.017534026,-3.659738047,-5,0.64533731,-4.397297789,-1.081674701,0.779204745,0.567422119,-0.46054803,-0.440457044,-5,0.735483032,-0.66136524,-5,0.789375047,-1.991410288,NaN,-5,-5,0.569263735,-0.470864141,1.254191184,-0.983697346,0.914013363,-5,-5,0.806949077,-0.863761797,-1.612407382,-1.117130278,-5,0.966251578,0.640507416,-5,-1.47786006,0.444472277,-2.018076251
Leaf59,0.430263521,0.407830828,0.435403751,0.453427215,0.305208039,0.041134521,0.305208039,-5,-0.120801707,0.284217538,0.145773986,0.254412847,0.479014584,-1.8783926,0.399736813,0.190742235,-5,-5,0.061998225,-0.211163835,0.434839412,-2.778842872,-1.849762166,-5,-0.052839634,0.231758929,-0.233058572,-5,0.430763524,-5,0.250393626,0.187653334,-0.234366299,0.120140333,0.015114877,-5,0.208220678,0.270953893,-5,0.424436964,0.279867626,-5,-5,0.407410479,-5,0.410466567,0.124053691,0.57448354,0.388178903,0.406592369,0.407736326,0.407885853,-5,-5,0.407882502,0.034452227,0.407927927,-5,-0.227199214,0.406316936,0.415768752,0.384556372,-5,-5,-0.227199214,0.396487561,-5,0.241608349,-5,-5,0.326922537,-5,-5,0.517849841,0.079245224,-0.241325301,-5,0.504728798,-5,0.279434523,0.145773986,-4.739527854,0.186121774,-4.606109085,0.47711046,0.228888112,0.227744893,-5,0.440568095,0.432456243,0.163625192,0.433106711,-5,-5,-5,-5,-5,-0.227158441,0.378763028,-5,0.395556586,0.505235219,0.492487517,0.393614042,0.434015709,0.376201716,-0.093566024,-5,0.377071226,0.430223695,0.294925444,-5,-5,0.430725259,0.484554746,-0.290815896,0.488276954,-0.19549218,-0.214142274,0.141198692,0.382555378,-5,-5,-0.30038131,0.028585539,-5,0.383341927,-5,0.176896915,0.426341946,0.408481086,-5,-5,-5,0.145773986,0.504132717,0.520716122,0.224061668,-0.283927806,0.058142072,0.407975664,-0.010842861,0.074059677,-5,0.131981983,0.221813442,0.379290125,-5,0.355832854,-5,0.252108069,0.44240507,0.364767595,0.051547485,0.375664733,-2.032475499,0.385477043,0.297679742,0.511804222,0.348848359,0.369586962,-4.409632771,0.184764695,0.402059583,0.456266097,0.378438476,0.419774402,-5,NaN,-5,0.407830828,-5,0.407520784,0.15131631,0.482665097,0.139734969,-5,0.221855559,-4.326561584,-0.234651282,-4.657622187,-4.13442329,0.307022324,0.36218149,0.026168503,-4.194651711,0.414977296,0.062933509
Leaf61,-1.577087575,-5,0.261417114,0.107873833,0.344864507,-1.758230968,-0.587618101,0.232577817,0.303573324,0.254103587,0.507807294,-2.239770743,0.497993833,0.559103926,0.30404298,0.594729786,-1.430575462,-0.209204367,-0.886231673,-1.501371469,0.261481373,0.239222936,-1.310083339,-0.209204367,-0.886231673,0.014900861,-0.537495151,0.241754061,0.27923428,0.024953876,-0.435540942,0.611170364,-0.437032104,-0.249409155,-2.507434152,-0.250962235,-5,-0.084801153,-5,-1.198762518,0.445315454,0.244988028,-5,0.324772931,0.166601698,0.324824296,-0.259659399,-0.932435092,-5,0.309324411,0.340166865,-0.715202697,0.358866869,0.095123954,0.277527363,0.308531995,-0.363906542,-0.661965806,-0.565637482,0.228658257,0.38955429,0.307495474,0.451607162,0.145530687,-0.497674524,0.309287677,-0.455356033,0.368798447,0.340294394,0.455092708,0.260450221,0.244302884,0.071494728,0.479584243,0.45213265,-0.704635197,0.532066672,0.075633562,0.146692363,-0.279784562,0.434826104,0.364248846,0.293110406,0.399750878,0.581375533,0.338358026,0.014901094,-0.327997707,0.427008448,0.399417296,0.295334429,0.26148913,-5,-0.813154887,0.45244093,0.454819273,0.212113678,-0.455013339,0.568836292,-0.05952031,0.421932256,-0.959243856,0.05402147,-1.577627055,0.261500664,-1.429327333,-0.228878864,-3.360535782,-1.806425987,-0.685809167,0.052715729,0.280348908,0.423338039,0.454207978,0.533235502,-0.519295425,0.365436021,-1.083602288,-0.571956492,-0.172188513,-0.352530528,0.31868837,-1.355934761,0.435127269,0.193970889,-5,0.13791037,0.466424234,0.01487598,-0.061409868,0.448521921,0.235092106,0.455822281,-1.003903342,-1.101030754,0.443774714,0.485826996,-0.290817231,-2.123311886,-0.325240834,0.261359905,0.063751825,-0.189565674,-5,-0.348275093,-0.351626633,0.25609114,-0.02524152,0.195264098,-0.144917997,0.25527223,-0.050088768,-0.187500358,0.551098771,-0.390220069,0.096184928,-0.191935494,-0.458544129,0.473511963,-0.026730615,-0.198997296,0.424956727,-1.288477596,0.303977254,-0.915948818,-1.790002141,-0.796060132,0.451060886,-5,NaN,0.293501216,-0.263857773,0.29346158,-0.892066361,0.546407925,0.279641909,0.137652912,-5,0.447410294,-0.185172887,0.44415465,0.387591305,-0.133578541,0.322057082,0.469459791,0.43722856,0.23948711,0.569519161
Leaf62,-5,0.00881775,0.149542188,-5,-5,-5,-5,-1.598277898,-5,-5,0.068137469,-2.298825958,-5,-2.707266568,0.284502133,-1.786349042,-1.616330072,-0.744454096,-3.441966333,-5,-0.290897362,-5,-5,-0.753173529,-3.359562512,0.213608687,-0.712536539,0.220553836,-5,-0.34784954,-0.603759026,-2.195288972,-0.869173261,-0.078972269,-2.29731,-0.937224207,-5,-0.800201239,-5,-2.915159368,-5,-3.108622437,-5,0.149583593,0.220291824,0.114007375,0.316477521,-3.288031692,0.012587142,0.14820348,0.136099755,-5,-1.368129584,-1.966735378,-5,-1.376837586,-2.65990871,-5,-5,0.108999464,-3.517197525,0.192833897,-5,-0.027519876,-5,0.153530135,-2.603674356,-1.804230799,-1.862061503,-1.752464418,0.178892918,-3.059274971,-1.62437542,-5,-1.957637355,-0.597527638,-0.709115047,-5,-0.262797479,-1.594574398,0.479301361,-5,-1.84089325,-5,-5,0.178591289,-5,-1.470155497,-2.018821582,-5,-1.99061416,0.08938492,-2.049806506,-5,-1.992535814,-1.686101404,-5,-5,-0.491129065,-5,-2.518804894,-3.309494123,0.193561971,-5,-0.798085211,-3.152678386,-3.471715924,-5,-3.666183064,-0.36414278,0.156182998,-2.224378051,0.059953199,-5,0.098708873,-0.756150289,0.328821957,-3.403944631,-0.922145954,-5,0.206705583,-0.742984555,-1.380086886,-2.023638775,0.108409997,-5,0.171490812,-1.046443257,0.056925034,-0.961039099,-5,-0.699549231,-1.504488086,-5,-5,-0.310878336,0.550140135,0.105564448,-5,-5,0.240089451,-2.225714531,-5,-5,-0.860270668,-1.552950436,-0.290532482,-5,0.081063838,-5,0.131051182,-2.184583772,-5,-5,-0.757001385,-5,-5,-1.874267095,-5,-5,-5,-5,-1.093361868,0.030890176,-0.095796413,-1.437495973,-2.388332348,-0.45757028,-5,-5,NaN,-2.722430746,0.074226636,-2.276663313,0.127365478,-2.636022087,-2.868764855,0.564911517,-5,-0.346096094,-5,-5,-1.431602136,-2.333424894,0.632762873,-5,0.120372751,-2.83592578
Leaf64,-5,-5,-2.751406416,0.864829747,-5,-4.769298181,-5,0.254169387,-5,-5,-5,-5,0.366003648,-3.693136277,-5,0.218172752,0.016931155,-5,0.31046715,-5,0.265579966,-0.369395394,-5,-0.060040208,-1.184126428,0.016052768,0.518437711,-5,-5,0.133542945,-5,-5,0.622073086,-0.247086127,-5,0.08107574,-5,-0.025000648,-5,-4.19690122,-0.369395394,-0.717636224,-5,-0.1010749,0.054179128,0.642219473,-0.08946958,-0.531046069,0.105551497,0.065008139,-5,-3.421839183,0.079097959,-5,0.62159736,0.084612193,0.013620964,-5,0.659895474,0.577545209,-0.369395394,-5,-5,-5,0.276544592,0.016931155,0.007541278,0.23396093,0.016931155,-5,0.015348328,-0.112802816,0.005945889,-4.329588621,0.016931155,-5,-5,0.906781934,-5,-5,-0.369395394,0.519899852,0.202075138,-0.31066084,-5,-0.369395394,0.014997246,0.007623884,0.250154241,0.527677936,-0.717636224,-5,0.083799726,-5,-5,-5,-3.292428071,0.61878637,-5,-5,0.213405032,0.505234908,-0.143710783,-5,0.244281479,-0.762136171,-0.126575466,-5,-0.59992097,-5,0.531451988,-5,-0.094857331,-5,-5,-5,-5,-0.717636224,-2.904604741,-2.967707187,-0.118332868,-5,-5,-0.059348692,-0.801577272,-5,-2.310483489,0.144566143,-5,0.05212628,-5,-5,0.147334137,-5,-5,-5,0.814033127,-0.194957215,-5,-4.745008529,0.628942357,-0.043720629,-4.306030218,-5,-0.235180576,0.065158195,-3.050726201,-5,0.049317901,-5,-2.998407276,0.042671512,-2.021353022,-5,0.025344576,-5,0.787901431,0.014997246,-5,-2.458436613,-0.369387534,-5,0.137097997,-5,-5,-5,-2.829862331,-0.136524803,-5,-0.369395394,0.604406883,NaN,0.601620388,0.474401096,-5,0.016931155,0.055058822,-0.157959161,-5,-0.717636224,-0.369395394,-0.369395394,0.060264682,0.107002888,-5,-0.369395394,-2.601090199,-0.294014625
